id,age,gender,course,year,parent_education,weather,study_hours,sleep_hours,travel_time_minutes,attendance,absence_reason
12540,23,female,b.com,1st year,graduate,cold,5.28,4.08,86,1,none
12542,17,male,nursing,3rd year,graduate,hot,3.02,8.77,81,0,none
12544,21,male,pharmacy,2nd year,phd,cloudy,2.61,5.46,66,0,travel
12545,21,male,b.com,4th year,phd,cold,5.46,5.06,48,0,travel
12546,23,female,bba,1st year,phd,cold,0.82,5.14,28,1,none
12547,17,female,pharmacy,1st year,high school,sunny,3.25,4.78,56,0,no reason
12548,17,male,b.sc,2nd year,no formal,sunny,1.81,9.87,17,1,none
12549,17,male,nursing,3rd year,phd,cold,4.65,6.67,7,1,none
12550,20,female,b.sc,2nd year,phd,cloudy,0.89,7.6,76,0,festival
12551,22,male,pharmacy,4th year,graduate,hot,0.19,6.97,79,0,project work
12552,22,male,b.com,1st year,post graduate,hot,0.94,4.4,75,0,none
12553,18,male,bca,3rd year,phd,sunny,5.14,9.01,18,1,none
12556,18,female,bba,1st year,phd,rainy,5.41,9.92,65,0,no reason
12558,20,male,nursing,1st year,no formal,rainy,4.53,9.0,35,1,none
12559,17,male,b.tech,1st year,no formal,hot,0.68,9.79,89,1,none
12560,20,female,bba,3rd year,high school,rainy,0.46,9.04,10,0,travel
12562,22,female,bca,3rd year,no formal,sunny,3.78,4.06,33,0,project work
12564,23,female,b.sc,1st year,graduate,sunny,2.15,6.15,30,1,none
12565,20,male,nursing,1st year,post graduate,rainy,4.88,4.61,7,1,none
12567,17,female,diploma,1st year,graduate,hot,0.26,7.78,26,0,festival
12573,21,female,bba,2nd year,no formal,rainy,2.04,7.61,16,1,none
12574,18,male,nursing,2nd year,phd,cloudy,3.6,6.43,44,0,personal work
12575,24,female,b.com,3rd year,post graduate,cold,0.76,4.62,52,0,festival
12576,19,male,b.sc,3rd year,post graduate,hot,2.65,5.06,74,0,project work
12577,19,male,nursing,3rd year,graduate,sunny,1.82,4.65,83,0,personal work
12578,19,female,bca,2nd year,no formal,hot,1.57,7.97,61,0,travel
12579,24,female,b.sc,3rd year,graduate,cold,4.67,7.82,83,1,none
12580,21,female,diploma,2nd year,no formal,rainy,3.01,5.59,50,1,none
12581,22,female,ba,1st year,phd,cold,5.17,7.47,23,1,none
12583,24,male,b.com,2nd year,no formal,sunny,2.19,6.76,40,0,personal work
12584,23,female,diploma,4th year,high school,sunny,0.91,8.25,57,0,personal work
12585,24,male,b.sc,4th year,post graduate,cloudy,2.33,7.14,30,1,none
12587,24,female,b.com,2nd year,no formal,hot,5.39,5.91,9,1,none
12588,22,female,diploma,2nd year,high school,rainy,1.68,6.13,70,0,festival
12589,18,female,nursing,1st year,post graduate,cold,5.66,4.06,85,0,travel
12591,23,female,diploma,4th year,graduate,hot,1.64,4.06,62,0,personal work
12593,23,male,pharmacy,2nd year,post graduate,hot,0.81,6.29,66,1,none
12596,23,male,nursing,2nd year,phd,cloudy,5.69,6.01,9,1,none
12597,19,male,b.com,1st year,no formal,cold,1.0,9.03,31,0,festival
12599,24,female,b.tech,3rd year,high school,rainy,4.28,6.69,51,1,none
12601,18,male,bba,1st year,high school,sunny,3.91,5.52,38,0,none
12602,24,female,bba,4th year,phd,hot,3.17,9.82,79,1,none
12605,21,female,b.tech,4th year,high school,sunny,4.72,5.33,70,0,personal work
12606,21,male,b.com,2nd year,graduate,hot,0.06,9.31,60,1,none
12607,18,female,bca,3rd year,graduate,sunny,2.77,7.53,37,1,none
12608,19,female,b.tech,2nd year,graduate,cloudy,5.45,8.75,81,0,festival
12612,17,male,pharmacy,4th year,no formal,cold,1.04,7.72,59,1,none
12613,22,female,bca,4th year,high school,cold,3.75,9.57,84,1,none
12614,20,female,pharmacy,2nd year,no formal,cold,0.57,8.85,34,0,sick
12615,23,female,diploma,4th year,phd,cold,5.91,9.48,41,1,none
12618,17,male,b.sc,1st year,high school,cold,3.73,7.55,77,1,none
12622,19,female,ba,2nd year,no formal,hot,0.5,9.94,84,1,none
12624,17,female,bca,2nd year,post graduate,rainy,1.48,9.15,17,0,festival
12628,18,female,ba,1st year,graduate,cold,1.06,7.95,13,1,none
12629,22,male,bba,1st year,high school,rainy,0.58,5.19,22,0,no reason
12630,17,female,bba,4th year,graduate,cold,5.18,7.03,39,1,none
12632,17,female,bba,2nd year,phd,rainy,3.84,4.46,86,0,personal work
12634,19,female,b.com,2nd year,high school,rainy,1.84,5.24,40,0,none
12635,22,female,b.com,2nd year,post graduate,cloudy,1.43,8.32,20,0,no reason
12636,24,male,bba,2nd year,phd,sunny,2.12,4.21,38,0,no reason
12637,20,female,b.tech,2nd year,post graduate,sunny,1.74,7.24,62,0,none
12638,22,male,diploma,4th year,no formal,cold,0.56,7.22,14,0,festival
12639,21,female,b.sc,1st year,post graduate,cold,4.18,6.78,25,0,project work
12642,18,male,bba,4th year,no formal,cold,2.55,8.64,9,1,none
12643,20,female,b.com,4th year,graduate,rainy,5.35,9.8,13,0,none
12644,22,male,ba,3rd year,post graduate,sunny,3.16,7.4,16,1,none
12645,23,male,ba,1st year,graduate,rainy,5.31,9.87,55,1,none
12647,17,female,b.tech,4th year,phd,cold,4.46,8.11,52,1,none
12648,21,male,b.sc,4th year,graduate,cold,2.46,5.91,9,1,none
12649,21,male,nursing,1st year,post graduate,cloudy,2.59,9.37,34,0,none
12650,19,male,b.tech,3rd year,no formal,hot,4.39,4.45,60,0,no reason
12651,18,female,bba,2nd year,no formal,rainy,1.09,5.79,80,0,no reason
12652,23,male,nursing,3rd year,high school,cold,1.05,4.25,38,0,personal work
12653,23,female,b.tech,3rd year,no formal,hot,1.02,9.66,37,0,sick
12654,22,female,pharmacy,4th year,graduate,sunny,1.73,4.41,57,0,project work
12655,21,female,bba,1st year,graduate,hot,0.37,8.06,76,0,project work
12656,19,male,ba,3rd year,no formal,cold,0.34,6.45,57,0,sick
12657,20,male,diploma,3rd year,post graduate,sunny,5.44,4.24,86,1,none
12658,17,male,diploma,2nd year,graduate,rainy,4.06,8.53,80,1,none
12659,18,male,bba,2nd year,high school,cold,3.9,8.73,72,1,none
12660,20,male,b.tech,2nd year,high school,rainy,5.62,5.6,50,0,sick
12661,20,male,pharmacy,3rd year,high school,cloudy,4.51,5.7,87,1,none
12663,24,female,nursing,4th year,phd,sunny,1.09,7.69,53,1,none
12664,19,male,ba,1st year,graduate,rainy,3.76,7.36,77,1,none
12671,20,male,ba,2nd year,graduate,cold,2.4,7.97,66,1,none
12673,20,male,diploma,1st year,post graduate,hot,1.15,9.19,63,0,project work
12674,21,male,b.sc,1st year,no formal,cloudy,2.27,8.85,43,0,personal work
12676,20,male,diploma,3rd year,post graduate,cloudy,1.85,6.82,70,0,travel
12677,18,female,bba,1st year,graduate,hot,0.3,6.0,82,0,personal work
12678,21,female,bba,4th year,post graduate,cloudy,0.78,7.93,30,0,travel
12679,22,male,bba,3rd year,post graduate,rainy,0.67,5.52,31,0,project work
12680,21,male,bba,2nd year,high school,cold,5.54,7.22,72,1,none
12681,23,female,nursing,2nd year,graduate,cold,5.55,8.71,25,0,festival
12682,24,female,nursing,1st year,no formal,sunny,5.37,6.98,80,0,personal work
12684,17,male,b.tech,3rd year,graduate,rainy,4.41,6.26,84,0,sick
12685,24,male,b.com,3rd year,high school,hot,5.11,9.0,84,1,none
12686,19,male,nursing,2nd year,graduate,rainy,1.64,4.85,76,0,travel
12687,20,male,bca,3rd year,no formal,sunny,4.06,8.18,26,0,travel
12688,20,female,ba,4th year,graduate,hot,2.94,8.2,9,0,festival
12689,19,female,bca,3rd year,phd,cloudy,0.96,4.06,63,0,project work
12690,24,female,bba,3rd year,high school,cold,4.35,5.99,45,1,none
12691,22,male,nursing,1st year,high school,cloudy,3.87,8.32,64,1,none
12692,24,male,bca,2nd year,graduate,cloudy,1.14,4.2,17,0,no reason
12693,24,female,bba,1st year,high school,sunny,5.52,4.61,23,1,none
12694,20,female,bca,2nd year,high school,hot,0.48,6.92,41,0,project work
12696,21,female,diploma,3rd year,post graduate,cold,3.53,7.58,80,0,festival
12698,22,male,b.tech,2nd year,high school,cold,1.22,8.8,84,0,personal work
12699,22,female,b.tech,4th year,post graduate,sunny,4.78,8.09,26,1,none
12700,24,male,b.tech,3rd year,graduate,cloudy,5.64,6.91,21,1,none
12701,23,male,b.tech,3rd year,high school,cold,1.13,6.93,72,1,none
12703,24,female,b.com,2nd year,phd,rainy,4.84,5.08,89,0,festival
12704,17,female,pharmacy,2nd year,phd,hot,2.83,5.46,73,1,none
12705,23,male,b.tech,3rd year,high school,sunny,0.54,7.31,72,1,none
12706,20,male,diploma,2nd year,phd,rainy,5.36,6.42,62,1,none
12708,23,female,nursing,4th year,no formal,hot,5.04,4.8,69,0,personal work
12710,24,female,b.tech,3rd year,phd,cloudy,0.84,6.22,74,0,festival
12711,20,female,ba,2nd year,no formal,cloudy,2.44,9.14,21,1,none
12712,19,female,bca,1st year,no formal,cloudy,4.82,9.23,12,1,none
12714,20,male,b.sc,4th year,phd,cold,0.7,8.5,72,0,none
12715,24,female,b.com,2nd year,high school,hot,0.45,9.94,79,1,none
12716,17,male,bca,1st year,graduate,hot,1.41,4.79,7,0,none
12717,21,female,diploma,3rd year,no formal,sunny,4.1,8.77,26,1,none
12720,21,female,nursing,1st year,graduate,cold,3.21,4.39,19,1,none
12721,19,male,ba,3rd year,phd,cloudy,0.69,4.85,67,1,none
12723,22,male,bba,4th year,graduate,sunny,4.7,8.99,76,1,none
12724,24,female,diploma,1st year,phd,cold,4.45,7.83,49,0,personal work
12726,20,male,b.com,3rd year,high school,sunny,1.46,9.72,60,0,sick
12727,18,female,ba,4th year,post graduate,sunny,5.64,8.2,78,1,none
12729,23,male,bca,4th year,no formal,cloudy,4.58,9.84,77,1,none
12730,24,female,pharmacy,2nd year,phd,rainy,1.75,5.53,58,0,personal work
12731,19,male,ba,2nd year,graduate,sunny,2.04,7.5,31,1,none
12733,20,female,bba,3rd year,phd,hot,1.05,6.12,88,1,none
12735,18,female,bba,3rd year,high school,sunny,0.93,4.17,41,0,travel
12736,20,female,bba,2nd year,no formal,sunny,4.7,8.04,19,1,none
12737,21,female,b.tech,4th year,no formal,sunny,0.09,7.69,66,0,none
12738,17,male,bba,1st year,graduate,hot,1.26,8.7,32,1,none
12739,22,male,b.sc,3rd year,high school,sunny,5.07,4.68,15,0,festival
12740,20,female,nursing,1st year,high school,sunny,4.7,6.82,35,1,none
12741,24,female,bba,2nd year,graduate,rainy,5.82,4.32,6,0,none
12742,19,male,b.com,3rd year,phd,sunny,1.01,5.12,19,0,project work
12743,17,female,b.tech,4th year,phd,sunny,3.92,6.83,18,0,no reason
12747,22,female,pharmacy,1st year,high school,cloudy,4.47,4.95,9,1,none
12748,23,female,b.sc,3rd year,phd,cloudy,2.9,6.39,13,0,none
12749,19,female,diploma,3rd year,high school,cold,3.04,6.72,63,0,travel
12750,22,male,bba,1st year,post graduate,cloudy,4.76,9.45,68,0,sick
12752,19,female,b.com,1st year,high school,sunny,2.91,8.39,11,1,none
12753,19,male,bba,3rd year,graduate,hot,4.75,5.91,43,1,none
12754,22,female,b.tech,1st year,phd,cold,1.8,5.52,21,0,festival
12755,24,male,bca,4th year,high school,hot,4.71,4.78,38,0,none
12756,19,female,ba,2nd year,post graduate,hot,5.23,7.67,66,1,none
12757,19,male,diploma,3rd year,no formal,rainy,2.48,7.51,59,0,project work
12758,23,male,bba,3rd year,phd,cloudy,0.99,7.91,33,1,none
12759,20,female,pharmacy,4th year,no formal,rainy,3.2,9.71,7,1,none
12760,21,male,b.tech,2nd year,post graduate,sunny,1.15,4.53,78,0,personal work
12762,18,male,bba,3rd year,no formal,cold,3.53,6.33,78,1,none
12763,23,male,b.com,1st year,graduate,rainy,5.37,8.83,8,1,none
12766,20,male,diploma,4th year,high school,sunny,5.51,6.7,27,0,sick
12767,23,male,pharmacy,3rd year,phd,hot,4.92,5.18,87,1,none
12768,21,male,nursing,4th year,no formal,sunny,0.69,8.9,58,1,none
12769,18,female,bca,4th year,phd,cloudy,3.36,9.85,32,1,none
12770,18,female,diploma,1st year,post graduate,cold,1.52,9.73,81,1,none
12771,24,female,nursing,3rd year,high school,hot,0.92,4.71,17,1,none
12772,21,male,pharmacy,3rd year,high school,cloudy,5.81,7.75,86,1,none
12773,19,male,diploma,2nd year,high school,cloudy,2.75,8.78,55,0,no reason
12774,18,female,pharmacy,1st year,graduate,sunny,1.34,7.09,46,1,none
12775,18,female,pharmacy,2nd year,phd,cloudy,1.41,9.8,57,0,project work
12776,24,male,b.sc,1st year,post graduate,cold,4.45,7.36,27,1,none
12777,24,female,bba,4th year,no formal,cold,5.08,5.39,66,0,project work
12778,20,female,ba,1st year,graduate,sunny,1.57,5.09,74,0,travel
12779,18,female,pharmacy,1st year,high school,hot,0.18,4.4,39,0,project work
12782,21,male,ba,1st year,graduate,hot,3.29,4.24,43,0,sick
12784,24,male,b.tech,1st year,high school,sunny,1.11,4.5,62,0,project work
12785,19,female,pharmacy,3rd year,high school,cold,3.05,8.66,8,1,none
12788,20,male,diploma,3rd year,phd,cloudy,4.87,5.51,37,1,none
12789,21,male,diploma,1st year,post graduate,cold,4.44,4.9,8,1,none
12790,17,male,b.sc,3rd year,post graduate,rainy,5.26,4.52,76,1,none
12791,23,male,bba,3rd year,phd,rainy,3.71,7.08,12,1,none
12792,20,male,bba,3rd year,graduate,cold,4.4,6.29,26,0,none
12793,23,female,diploma,1st year,no formal,hot,2.99,7.09,21,0,festival
12794,20,male,b.com,1st year,post graduate,hot,1.02,6.91,35,1,none
12795,18,female,diploma,1st year,no formal,cloudy,5.88,7.91,18,1,none
12797,21,female,diploma,2nd year,post graduate,cloudy,2.16,6.51,20,1,none
12798,21,male,nursing,1st year,phd,cold,1.67,7.43,51,1,none
12799,23,female,ba,1st year,high school,hot,5.85,8.18,68,0,project work
12800,24,female,ba,2nd year,high school,rainy,2.31,7.46,44,0,sick
12803,18,male,nursing,4th year,no formal,cold,1.86,6.6,87,0,personal work
12806,17,male,b.tech,3rd year,post graduate,rainy,2.43,9.59,87,0,no reason
12807,21,female,bba,2nd year,high school,rainy,4.62,7.56,78,0,sick
12808,18,male,b.com,1st year,phd,cold,4.98,6.56,37,1,none
12809,18,female,nursing,2nd year,high school,cloudy,3.25,8.14,72,0,none
12810,17,male,b.sc,3rd year,post graduate,hot,0.1,4.31,26,0,project work
12811,22,male,nursing,1st year,no formal,hot,5.37,7.44,35,1,none
12812,22,female,nursing,4th year,phd,sunny,2.1,9.11,52,1,none
12813,24,male,bba,3rd year,high school,cloudy,3.71,7.33,66,0,sick
12814,17,male,diploma,4th year,graduate,sunny,4.2,6.37,78,1,none
12815,18,female,bca,1st year,graduate,sunny,5.93,5.9,9,0,none
12816,20,female,diploma,1st year,graduate,sunny,3.05,4.7,61,1,none
12818,18,male,b.com,4th year,post graduate,cold,5.43,8.95,24,1,none
12819,18,female,diploma,3rd year,phd,rainy,0.79,4.22,16,0,no reason
12820,20,male,pharmacy,1st year,high school,sunny,5.46,6.12,67,1,none
12821,17,male,b.com,2nd year,post graduate,cold,2.0,8.77,24,0,sick
12822,20,male,b.com,4th year,graduate,cloudy,4.05,5.66,14,1,none
12825,20,female,nursing,2nd year,phd,rainy,1.84,4.59,52,0,none
12826,20,female,ba,4th year,post graduate,rainy,5.57,5.03,65,1,none
12828,21,female,diploma,1st year,no formal,sunny,1.98,4.64,30,1,none
12829,21,female,ba,2nd year,post graduate,cold,3.61,8.37,45,1,none
12830,24,female,nursing,2nd year,graduate,hot,3.71,8.97,46,0,project work
12831,18,female,pharmacy,3rd year,graduate,cold,4.93,4.06,77,1,none
12832,17,female,nursing,3rd year,phd,hot,0.17,6.45,28,0,festival
12833,20,female,bba,3rd year,high school,rainy,2.58,7.41,17,1,none
12834,19,male,b.sc,1st year,high school,cold,2.87,8.2,73,0,project work
12837,24,female,diploma,4th year,phd,rainy,5.43,6.65,19,0,travel
12839,22,male,b.tech,4th year,high school,cloudy,1.54,5.12,51,1,none
12840,17,female,pharmacy,4th year,no formal,sunny,3.43,9.18,51,1,none
12845,22,female,bba,1st year,high school,sunny,5.17,5.64,8,0,personal work
12846,20,female,nursing,3rd year,phd,cloudy,2.2,4.75,55,0,personal work
12847,23,female,b.com,4th year,high school,rainy,4.6,8.26,61,0,sick
12850,24,female,nursing,2nd year,high school,cloudy,1.93,6.68,14,0,travel
12851,17,male,bca,2nd year,high school,rainy,4.14,7.66,10,1,none
12853,17,male,bca,2nd year,post graduate,sunny,4.67,7.07,9,1,none
12854,18,female,b.tech,2nd year,no formal,rainy,3.58,8.31,18,1,none
12855,20,male,ba,1st year,high school,hot,4.64,7.42,61,1,none
12856,18,male,nursing,1st year,phd,cold,0.44,8.24,85,0,no reason
12857,20,male,ba,4th year,graduate,rainy,0.59,6.38,18,1,none
12858,24,male,pharmacy,4th year,no formal,cloudy,0.19,5.18,42,1,none
12859,18,male,bba,1st year,high school,cloudy,5.04,6.94,29,1,none
12860,24,male,pharmacy,1st year,graduate,hot,4.68,5.21,28,0,project work
12863,20,male,pharmacy,4th year,graduate,sunny,5.59,9.61,70,1,none
12864,19,female,b.com,3rd year,graduate,rainy,4.69,7.25,58,0,project work
12868,21,female,b.sc,4th year,no formal,hot,0.3,9.91,59,1,none
12869,21,male,pharmacy,4th year,post graduate,rainy,3.94,8.87,54,0,travel
12870,22,male,ba,2nd year,graduate,cloudy,2.53,5.55,29,0,project work
12872,17,male,b.sc,4th year,high school,sunny,5.75,8.28,58,1,none
12873,21,female,b.tech,2nd year,high school,hot,5.71,6.29,47,1,none
12874,23,female,bca,2nd year,post graduate,hot,4.97,5.07,8,0,none
12877,23,female,pharmacy,1st year,high school,sunny,5.04,8.94,78,0,festival
12878,18,female,bba,4th year,high school,cloudy,2.01,4.45,40,0,sick
12879,21,female,b.tech,1st year,graduate,sunny,1.41,4.32,88,0,festival
12881,20,male,b.sc,3rd year,high school,cloudy,1.41,6.91,45,0,no reason
12884,22,male,nursing,1st year,high school,sunny,1.09,4.26,39,1,none
12885,23,male,nursing,3rd year,no formal,hot,4.42,6.06,87,0,none
12886,23,female,pharmacy,1st year,phd,hot,3.83,4.51,78,0,travel
12888,23,female,ba,2nd year,no formal,cold,3.53,6.59,43,0,no reason
12889,18,male,ba,2nd year,high school,rainy,2.79,4.6,46,0,none
12890,17,female,ba,2nd year,no formal,hot,4.97,8.91,39,1,none
12891,18,female,b.com,3rd year,phd,cold,4.08,4.49,23,1,none
12893,22,female,pharmacy,1st year,phd,cold,4.84,6.38,82,1,none
12894,21,male,pharmacy,1st year,high school,hot,1.61,8.69,68,0,project work
12895,20,male,diploma,4th year,phd,rainy,1.05,7.56,70,1,none
12896,17,male,bba,4th year,phd,sunny,2.36,6.4,49,0,project work
12897,22,male,bba,2nd year,post graduate,cloudy,5.15,8.9,42,1,none
12898,19,female,diploma,1st year,graduate,rainy,4.99,6.91,8,1,none
12899,23,male,nursing,4th year,phd,cold,3.52,4.94,77,0,no reason
12900,17,male,ba,3rd year,graduate,hot,1.23,9.94,80,1,none
12902,17,female,pharmacy,2nd year,no formal,rainy,1.56,5.02,53,0,sick
12904,24,female,b.com,2nd year,high school,hot,0.17,8.06,36,0,festival
12905,20,male,b.com,2nd year,post graduate,cloudy,1.06,9.25,41,0,project work
12907,19,female,b.tech,2nd year,graduate,hot,5.41,8.79,34,1,none
12909,22,male,ba,2nd year,high school,cold,5.18,8.24,30,1,none
12912,22,male,bba,3rd year,post graduate,cold,5.15,8.4,56,0,travel
12916,23,male,b.sc,3rd year,post graduate,rainy,3.06,4.48,67,0,no reason
12919,22,female,diploma,4th year,no formal,cloudy,1.19,6.56,8,1,none
12920,24,female,nursing,3rd year,phd,rainy,5.27,8.8,40,1,none
12921,18,male,bba,4th year,no formal,sunny,0.88,7.44,14,0,no reason
12922,18,female,b.com,2nd year,phd,rainy,5.16,8.43,36,1,none
12925,22,male,b.sc,1st year,graduate,rainy,3.41,7.9,41,1,none
12926,22,male,nursing,1st year,high school,rainy,1.45,4.45,78,0,personal work
12927,19,male,pharmacy,3rd year,high school,hot,2.77,9.5,30,0,travel
12928,17,female,nursing,1st year,high school,rainy,5.62,4.54,67,1,none
12929,21,male,bca,1st year,phd,rainy,4.33,6.15,61,1,none
12932,19,male,b.sc,1st year,post graduate,cloudy,3.81,9.9,10,1,none
12937,24,female,b.tech,1st year,post graduate,cold,4.27,9.12,46,1,none
12939,23,male,diploma,4th year,phd,sunny,0.41,5.93,55,0,travel
12941,20,female,b.tech,1st year,phd,rainy,3.14,7.23,59,0,sick
12944,23,female,nursing,1st year,post graduate,cloudy,1.63,4.69,5,0,no reason
12945,24,male,b.com,1st year,high school,sunny,0.79,4.21,21,0,sick
12946,22,male,b.sc,4th year,phd,cold,2.31,6.12,60,1,none
12949,17,female,bba,4th year,post graduate,sunny,1.97,6.71,71,1,none
12952,24,female,pharmacy,4th year,no formal,sunny,1.41,9.0,20,1,none
12955,20,female,nursing,1st year,post graduate,hot,4.61,9.94,87,0,no reason
12956,20,male,ba,4th year,graduate,cold,3.38,7.89,26,1,none
12958,20,female,pharmacy,1st year,post graduate,hot,2.27,5.14,32,0,festival
12959,19,female,pharmacy,1st year,high school,cloudy,0.09,4.94,78,0,festival
12962,17,male,ba,1st year,phd,rainy,0.33,9.3,60,0,none
12964,24,male,pharmacy,3rd year,phd,rainy,4.13,4.62,18,0,sick
12965,23,female,nursing,3rd year,phd,cold,4.5,4.33,41,0,none
12967,22,male,b.com,1st year,post graduate,cloudy,4.53,6.26,20,1,none
12968,17,male,ba,1st year,post graduate,cloudy,4.35,8.36,23,0,none
12970,22,female,b.sc,3rd year,no formal,cold,0.59,5.48,42,0,personal work
12972,24,female,diploma,4th year,high school,hot,3.22,8.97,5,0,festival
12973,19,female,diploma,1st year,high school,hot,3.36,6.61,23,0,no reason
12974,17,female,b.sc,1st year,high school,hot,2.22,5.07,82,1,none
12976,20,female,b.sc,1st year,graduate,rainy,2.0,7.58,80,0,festival
12977,17,female,b.com,3rd year,post graduate,rainy,0.19,5.42,35,0,festival
12978,19,female,b.com,4th year,phd,sunny,4.39,7.49,15,1,none
12979,24,female,b.sc,4th year,no formal,sunny,3.9,8.77,18,1,none
12980,19,female,diploma,2nd year,graduate,rainy,0.35,8.73,78,0,personal work
12981,19,female,b.tech,2nd year,graduate,rainy,3.91,9.12,45,0,festival
12983,22,male,bba,1st year,phd,rainy,3.52,9.9,88,0,none
12984,19,female,bca,3rd year,high school,cloudy,1.06,7.67,14,0,personal work
12985,23,female,b.sc,2nd year,post graduate,cloudy,4.57,8.67,77,1,none
12987,18,female,nursing,3rd year,high school,cloudy,5.29,5.42,12,1,none
12988,19,female,ba,4th year,graduate,cold,2.73,6.24,53,0,travel
12989,23,male,pharmacy,2nd year,no formal,cold,4.64,8.46,39,1,none
12990,17,female,ba,2nd year,no formal,rainy,3.44,8.96,46,0,none
12991,17,male,diploma,1st year,graduate,hot,4.87,6.48,82,0,festival
12992,22,male,b.sc,3rd year,phd,rainy,2.38,7.01,40,0,no reason
12994,19,female,bba,2nd year,post graduate,cold,5.79,8.98,71,1,none
12996,18,male,diploma,2nd year,graduate,sunny,2.87,5.87,82,0,project work
12998,18,female,b.sc,1st year,high school,sunny,3.54,9.64,11,1,none
12999,21,male,bca,3rd year,high school,sunny,4.87,5.75,67,1,none
13000,22,female,diploma,3rd year,phd,sunny,3.48,7.49,63,1,none
13003,19,male,bca,3rd year,graduate,hot,3.39,9.36,69,0,project work
13005,21,male,ba,1st year,phd,sunny,3.82,4.53,48,1,none
13006,21,male,bba,3rd year,post graduate,sunny,2.36,6.51,54,1,none
13008,24,female,pharmacy,2nd year,high school,cloudy,0.83,9.94,32,1,none
13009,23,female,bca,2nd year,graduate,sunny,2.54,4.22,29,1,none
13013,24,male,diploma,1st year,graduate,cloudy,5.44,9.42,38,1,none
13015,17,male,ba,2nd year,high school,sunny,4.93,9.45,24,1,none
13017,21,female,bca,2nd year,graduate,cold,4.49,6.14,33,1,none
13018,24,female,nursing,3rd year,no formal,rainy,1.71,5.09,86,0,project work
13019,21,male,nursing,4th year,post graduate,sunny,0.62,6.74,33,0,personal work
13021,23,male,diploma,2nd year,no formal,hot,3.89,5.83,64,1,none
13022,17,female,b.tech,3rd year,post graduate,sunny,4.83,8.29,48,1,none
13023,18,male,bba,2nd year,high school,rainy,2.91,9.4,26,1,none
13025,18,male,ba,3rd year,no formal,rainy,4.71,9.06,83,1,none
13028,18,female,nursing,4th year,high school,sunny,5.83,7.44,35,1,none
13029,18,male,pharmacy,3rd year,graduate,cloudy,5.39,5.08,78,0,project work
13030,17,male,bba,3rd year,high school,hot,5.06,5.36,72,0,personal work
13031,20,female,b.sc,3rd year,no formal,cold,2.57,6.15,49,1,none
13032,22,female,diploma,2nd year,no formal,cloudy,0.42,5.01,89,0,travel
13033,22,female,nursing,3rd year,no formal,sunny,4.07,5.05,47,1,none
13034,24,male,ba,4th year,phd,rainy,4.37,9.8,41,1,none
13035,22,female,b.sc,3rd year,phd,rainy,3.64,5.91,31,1,none
13036,23,male,bba,4th year,post graduate,sunny,3.58,9.93,39,1,none
13037,18,female,pharmacy,1st year,graduate,rainy,3.9,9.48,53,1,none
13038,19,male,bba,3rd year,phd,cold,0.63,7.71,82,1,none
13039,19,female,bba,3rd year,phd,hot,3.62,6.48,30,1,none
13040,17,female,ba,4th year,graduate,hot,5.89,6.71,57,1,none
13042,18,female,ba,1st year,no formal,hot,0.93,4.66,8,0,travel
13043,20,male,diploma,2nd year,no formal,hot,4.67,6.57,58,1,none
13044,19,male,pharmacy,4th year,phd,cloudy,0.67,9.42,43,1,none
13047,18,male,nursing,3rd year,graduate,cold,5.05,7.71,75,1,none
13049,19,female,b.tech,3rd year,no formal,rainy,1.58,7.92,74,1,none
13050,18,male,ba,3rd year,graduate,cloudy,1.89,5.72,84,1,none
13051,24,female,b.com,2nd year,no formal,sunny,1.78,9.74,85,0,personal work
13053,19,male,b.com,4th year,high school,cloudy,2.89,6.7,61,1,none
13055,17,male,diploma,1st year,high school,cold,1.59,5.54,65,1,none
13057,21,male,diploma,1st year,high school,cold,4.03,8.74,59,1,none
13058,18,male,ba,1st year,graduate,hot,0.49,6.33,69,0,travel
13059,17,male,b.com,1st year,high school,hot,2.55,6.91,52,1,none
13061,19,female,nursing,3rd year,graduate,rainy,5.34,6.34,14,1,none
13063,24,male,b.com,3rd year,high school,sunny,5.79,8.27,35,1,none
13066,23,female,bca,2nd year,no formal,sunny,1.16,7.38,24,1,none
13068,21,male,bca,3rd year,post graduate,rainy,2.26,9.66,6,1,none
13069,20,male,diploma,3rd year,post graduate,cloudy,2.92,9.53,23,1,none
13070,21,male,b.com,2nd year,high school,rainy,5.92,7.5,57,1,none
13071,18,male,b.tech,1st year,post graduate,rainy,4.07,9.47,66,0,no reason
13073,17,female,pharmacy,4th year,graduate,cloudy,5.9,4.4,29,1,none
13074,24,female,pharmacy,1st year,phd,sunny,1.52,8.52,28,1,none
13077,21,female,bca,2nd year,high school,cloudy,4.29,6.38,29,1,none
13078,24,female,ba,4th year,high school,rainy,5.53,8.44,73,1,none
13079,22,male,b.com,2nd year,high school,cloudy,4.32,6.06,53,1,none
13082,18,female,pharmacy,1st year,phd,rainy,4.91,7.53,85,0,sick
13083,18,female,nursing,3rd year,graduate,cloudy,4.94,7.71,88,1,none
13085,24,female,bba,4th year,post graduate,hot,3.47,7.44,6,1,none
13086,22,female,bba,1st year,phd,sunny,1.75,8.64,89,0,festival
13088,22,female,ba,3rd year,no formal,cloudy,1.6,8.94,31,0,sick
13090,17,male,b.tech,2nd year,phd,rainy,3.56,7.72,74,1,none
13091,23,female,ba,2nd year,phd,hot,4.74,8.08,21,0,project work
